1	1	15	32.48	58	33.66	38
1	2	10	208.25	85	210.04	48
1	3	7	365.2	83	402.78	77
1	4	12	158.73	37	161.95	35
1	5	19	52.08	56	46.81	45
1	6	16	396.74	83	336.38	62
1	7	20	19.25	35	15.77	27
1	8	8	4.68	12	3.93	8
1	9	10	35.6	89	30.36	59
1	10	17	17	34	13.92	18
1	11	7	22.32	24	18.22	12
1	12	8	90.21	97	80.65	89
1	13	8	167.7	78	141.19	56
1	14	2	88.92	78	77.24	69
1	15	19	65.32	92	58.62	56
1	16	13	144.99	81	119.69	43
1	17	10	118.44	63	106.39	46
1	18	2	88.83	63	78.31	43
1	19	6	34.83	43	29.82	26
1	20	10	26.7	30	23.52	23
1	21	7	153.56	44	168.91	22
1	22	12	210.45	69	212.46	57
1	23	20	34.7	2	38.8	1
1	24	11	953.6	64	1007.9	48
1	25	17	39.71	19	32.44	18
1	26	14	63.28	56	51.14	52
1	27	18	97.68	88	86.1	76
1	28	5	54.28	46	48.79	31
1	29	11	79.8	76	65.57	65
1	30	14	70	50	61.05	26
1	31	8	149.46	94	124.98	57
1	32	9	140.06	94	124.22	74
1	33	7	273.6	96	243.13	60
1	34	8	90.72	48	79.89	35
1	35	19	131.25	75	110.56	52
1	36	6	83.25	45	72.47	31
1	37	17	51.5	25	46.12	21
1	38	17	145.55	71	127.95	61
1	39	1	130.98	74	110.77	58
1	40	7	153.23	77	124.42	57
1	41	17	82.56	86	88.91	74
1	42	20	36.72	72	39.03	61
1	43	1	1.14	1	1.26	1
1	44	13	23.25	31	23.42	28
1	45	2	57.85	89	48.26	51
1	46	12	35.75	55	29.27	37
1	47	13	100	80	81.93	54
1	48	8	75.6	72	67.33	55
1	49	12	126.42	98	109.76	89
1	50	10	1.6	1	1.44	1
1	51	1	82.11	69	67.32	64
1	52	12	191.2	80	161.22	42
1	53	10	557.2	56	495.57	34
1	54	8	367.65	43	316.33	32
1	55	12	20.35	11	17.43	9
1	56	8	141.75	75	126.63	73
1	57	5	144.54	66	129.15	65
1	58	15	273	84	243.18	79
1	59	4	50.83	17	40.95	11
1	60	15	28.05	11	24.76	9
2	1	16	42.56	76	46.89	65
2	2	20	200.9	82	225.92	51
2	3	15	171.6	39	185.42	21
2	4	9	128.7	30	143.68	20
2	5	12	44.64	48	38.19	44
2	6	6	382.4	80	336.76	69
2	7	14	43.45	79	38.73	47
2	8	20	38.61	99	33.42	96
2	9	14	23.6	59	19.73	41
2	10	9	35.5	71	31.44	39
2	11	17	12.09	13	10.4	8
2	12	17	61.38	66	51.4	47
2	13	15	64.5	30	53.75	25
2	14	8	29.64	26	25.9	21
2	15	19	21.3	30	17.17	18
2	16	15	51.91	29	45.53	19
2	17	7	45.12	24	36.32	21
2	18	11	7.05	5	5.66	5
2	19	10	60.75	75	51.57	60
2	20	12	8.01	9	6.53	6
2	21	10	335.04	96	335.49	60
2	22	6	122	40	127.95	27
2	23	15	329.65	19	366.22	11
2	24	16	1445.3	97	1580.6	95
2	25	10	62.7	30	52.05	29
2	26	3	58.76	52	51.58	45
2	27	12	3.33	3	2.97	2
2	28	14	23.6	20	19.91	15
2	29	2	23.1	22	18.75	18
2	30	13	21	15	18.24	8
2	31	17	76.32	48	67.39	31
2	32	18	132.61	89	116.31	80
2	33	18	282.15	99	227.85	61
2	34	20	58.59	31	51.55	27
2	35	17	50.75	29	43.34	18
2	36	6	77.7	42	62.79	27
2	37	20	4.12	2	3.56	1
2	38	20	6.15	3	4.91	2
2	39	14	145.14	82	116.23	81
2	40	14	7.96	4	7.08	2
2	41	14	76.8	80	85.49	48
2	42	16	24.48	48	26.59	28
2	43	7	30.78	27	32.26	25
2	44	20	20.25	27	21.37	18
2	45	10	5.85	9	5.15	5
2	46	1	64.35	99	56.23	77
2	47	2	76.25	61	62.09	55
2	48	5	30.45	29	25.96	16
2	49	14	32.25	25	26.05	15
2	50	18	94.4	59	77.34	38
2	51	7	98.77	83	86.61	58
2	52	7	97.99	41	79.71	25
2	53	18	208.95	21	183.11	19
2	54	15	68.4	8	58.98	7
2	55	2	57.35	31	47.38	29
2	56	2	18.9	10	16.73	7
2	57	6	65.7	30	55.12	25
2	58	16	61.75	19	51.54	17
2	59	13	146.51	49	122.76	28
2	60	1	33.15	13	26.72	13
3	1	1	48.16	86	52.92	59
3	2	14	237.65	97	250.14	51
3	3	5	26.4	6	27.65	3
3	4	18	180.18	42	202.6	33
3	5	8	17.67	19	14.3	14
3	6	1	239	50	196.35	29
3	7	9	50.05	91	42.72	71
3	8	2	5.46	14	4.7	14
3	9	18	10.8	27	8.92	21
3	10	14	37	74	32.64	64
3	11	12	38.13	41	33.1	23
3	12	4	30.69	33	27.51	26
3	13	18	58.05	27	48.77	17
3	14	12	61.56	54	53.86	46
3	15	10	2.13	3	1.88	1
3	16	13	139.62	78	124.1	45
3	17	12	92.12	49	76	41
3	18	9	112.8	80	92.55	66
3	19	1	74.52	92	61.65	62
3	20	1	8.01	9	6.5	7
3	21	10	209.4	60	233.59	43
3	22	12	97.6	32	101.06	30
3	23	12	1422.7	82	1426.34	46
3	24	18	715.2	48	724.09	41
3	25	3	50.16	24	42.18	15
3	26	10	3.39	3	2.76	2
3	27	14	86.58	78	71.66	78
3	28	13	20.06	17	16.34	10
3	29	8	17.85	17	14.95	14
3	30	10	117.6	84	99.93	83
3	31	20	63.6	40	56.29	36
3	32	18	13.41	9	11.18	5
3	33	1	219.45	77	185.77	62
3	34	8	81.27	43	68.43	40
3	35	6	166.25	95	142.21	94
3	36	19	172.05	93	150.97	69
3	37	11	96.82	47	80.05	46
3	38	12	73.8	36	59.75	31
3	39	19	132.75	75	107.18	70
3	40	20	9.95	5	8.71	5
3	41	2	31.68	33	31.7	29
3	42	16	45.9	90	47.11	87
3	43	5	31.92	28	33.51	19
3	44	2	9	12	9.85	9
3	45	15	19.5	30	17.14	28
3	46	8	31.85	49	26.73	44
3	47	10	117.5	94	98.49	49
3	48	18	9.45	9	8.1	6
3	49	20	91.59	71	73.96	55
3	50	5	92.8	58	82.3	44
3	51	7	29.75	25	25.44	17
3	52	2	176.86	74	154.19	73
3	53	17	796	80	643.9	61
3	54	6	453.15	53	396.46	37
3	55	17	72.15	39	63.92	19
3	56	12	43.47	23	38.25	12
3	57	9	89.79	41	77.23	38
3	58	9	315.25	97	266	56
3	59	6	257.14	86	208.37	61
3	60	20	109.65	43	89.92	35
4	1	20	3.36	6	3.76	4
4	2	18	61.25	25	65.91	17
4	3	15	316.8	72	334.51	51
4	4	15	356.07	83	396.73	55
4	5	2	57.66	62	50.81	52
4	6	5	439.76	92	373.57	52
4	7	18	0.55	1	0.48	1
4	8	16	13.65	35	11.62	20
4	9	10	37.2	93	31.05	48
4	10	4	31	62	26.74	59
4	11	3	13.95	15	12.54	8
4	12	2	7.44	8	6.17	7
4	13	11	21.5	10	19.02	10
4	14	19	12.54	11	10.87	11
4	15	15	30.53	43	27.1	38
4	16	13	109.19	61	97.37	57
4	17	16	120.32	64	98.13	52
4	18	2	62.04	44	53.64	26
4	19	12	67.23	83	54.41	60
4	20	20	40.05	45	33.81	43
4	21	20	209.4	60	222.81	48
4	22	3	219.6	72	227.96	57
4	23	5	433.75	25	479.58	13
4	24	2	730.1	49	738.01	27
4	25	19	54.34	26	46.29	15
4	26	8	94.92	84	80.39	75
4	27	10	46.62	42	40.54	25
4	28	18	17.7	15	14.54	14
4	29	5	38.85	37	33.87	23
4	30	1	25.2	18	22.63	11
4	31	2	60.42	38	52.14	32
4	32	2	102.81	69	90.68	51
4	33	1	111.15	39	94.9	30
4	34	9	166.32	88	149.37	73
4	35	14	131.25	75	114.54	60
4	36	11	142.45	77	116.42	67
4	37	11	181.28	88	154.53	74
4	38	3	151.7	74	132.12	72
4	39	19	51.33	29	42.23	29
4	40	7	105.47	53	88.2	53
4	41	2	84.48	88	93.43	84
4	42	10	41.82	82	44.3	44
4	43	5	13.68	12	14.46	8
4	44	3	75	100	82.51	61
4	45	9	4.55	7	3.7	7
4	46	17	50.05	77	42.51	66
4	47	18	86.25	69	74.29	64
4	48	6	72.45	69	62.68	48
4	49	18	114.81	89	92.77	71
4	50	7	4.8	3	4.28	3
4	51	11	90.44	76	80.61	46
4	52	20	95.6	40	77.44	23
4	53	6	199	20	164.05	12
4	54	19	564.3	66	466.84	56
4	55	7	173.9	94	155.02	65
4	56	18	71.82	38	61.21	38
4	57	20	67.89	31	55.12	20
4	58	13	126.75	39	102.03	37
4	59	6	284.05	95	229.09	48
4	60	5	252.45	99	217.74	73
5	1	11	2.8	5	3.01	4
5	2	11	134.75	55	150.93	48
5	3	16	162.8	37	164.62	29
5	4	19	308.88	72	343.23	58
5	5	6	32.55	35	27.34	22
5	6	13	406.3	85	355.32	70
5	7	10	12.1	22	10.52	21
5	8	11	10.92	28	8.95	19
5	9	3	9.6	24	8.21	14
5	10	5	32	64	27.25	52
5	11	2	66.03	71	55.84	69
5	12	18	22.32	24	18.22	15
5	13	6	62.35	29	52.12	20
5	14	3	39.9	35	35.53	29
5	15	16	20.59	29	16.81	29
5	16	18	25.06	14	20.85	8
5	17	17	169.2	90	144.56	85
5	18	19	114.21	81	100.44	45
5	19	3	24.3	30	19.82	19
5	20	11	59.63	67	48.16	62
5	21	10	321.08	92	343.85	60
5	22	2	85.4	28	89.18	27
5	23	6	1630.9	94	1802.63	82
5	24	10	1266.5	85	1274.91	51
5	25	16	106.59	51	95.9	50
5	26	11	25.99	23	20.91	15
5	27	3	1.11	1	0.94	1
5	28	4	38.94	33	31.18	28
5	29	6	103.95	99	84.85	82
5	30	15	28	20	22.54	20
5	31	10	155.82	98	131.62	53
5	32	1	61.09	41	49.76	40
5	33	4	233.7	82	196.93	62
5	34	16	151.2	80	123.41	69
5	35	16	141.75	81	120.79	70
5	36	19	20.35	11	17.81	9
5	37	20	30.9	15	25.9	10
5	38	7	20.5	10	17.66	5
5	39	1	21.24	12	18.44	6
5	40	19	41.79	21	36.71	19
5	41	1	79.68	83	84.23	49
5	42	11	12.24	24	12.59	23
5	43	20	27.36	24	29.2	15
5	44	9	21.75	29	23.19	21
5	45	3	1.3	2	1.17	1
5	46	7	63.7	98	55.33	53
5	47	2	90	72	73.17	60
5	48	7	103.95	99	87.02	79
5	49	8	6.45	5	5.2	3
5	50	9	72	45	58.01	37
5	51	15	119	100	105.57	64
5	52	19	45.41	19	40.79	14
5	53	10	119.4	12	102.34	8
5	54	8	94.05	11	84.08	9
5	55	10	5.55	3	4.82	3
5	56	15	9.45	5	7.67	3
5	57	11	83.22	38	67.62	30
5	58	1	201.5	62	181.1	33
5	59	9	287.04	96	255.56	62
5	60	3	201.45	79	161.57	63
6	1	6	36.4	65	37.6	41
6	2	9	139.65	57	147.41	30
6	3	9	281.6	64	302.84	49
6	4	1	420.42	98	428.97	52
6	5	8	35.34	38	30.76	22
6	6	3	411.08	86	330.94	80
6	7	1	44	80	38.91	71
6	8	17	13.65	35	11.66	28
6	9	18	20.4	51	16.78	30
6	10	6	38	76	32.9	42
6	11	20	81.84	88	69.93	81
6	12	8	65.1	70	57.1	68
6	13	17	178.45	83	144.78	63
6	14	6	19.38	17	16.76	14
6	15	20	4.26	6	3.52	4
6	16	11	14.32	8	12.75	6
6	17	18	63.92	34	53.34	22
6	18	11	104.34	74	90.83	65
6	19	7	61.56	76	49.62	53
6	20	3	17.8	20	15.82	11
6	21	1	6.98	2	7.26	2
6	22	8	115.9	38	122.99	22
6	23	2	17.35	1	18.37	1
6	24	14	1102.6	74	1154.01	63
6	25	13	102.41	49	83.2	38
6	26	18	59.89	53	50.49	52
6	27	11	35.52	32	31.06	22
6	28	12	1.18	1	1.04	1
6	29	19	86.1	82	76.49	75
6	30	4	9.8	7	8.64	5
6	31	16	12.72	8	10.45	6
6	32	7	77.48	52	64.85	46
6	33	14	245.1	86	196.48	46
6	34	11	134.19	71	118.05	49
6	35	10	14	8	12.16	4
6	36	17	162.8	88	136.84	63
6	37	18	154.5	75	124.42	49
6	38	15	30.75	15	24.74	14
6	39	15	53.1	30	42.99	21
6	40	19	109.45	55	89.88	51
6	41	12	80.64	84	88.5	78
6	42	8	10.2	20	10.58	13
6	43	10	25.08	22	25.16	13
6	44	19	35.25	47	38.61	43
6	45	4	13	20	11.17	15
6	46	7	37.7	58	30.81	56
6	47	20	52.5	42	46.49	31
6	48	19	87.15	83	72.4	75
6	49	4	103.2	80	88.73	56
6	50	9	155.2	97	134.48	63
